   32720,    33134,    25174,     9459,     5429,      182
   31795,    33737,    24845,     9864,     5419,      140
   30917,    34107,    24236,    10025,     4567,      115
   30337,    33473,    24057,     9379,     5500,      152
   29918,    33953,    23350,     9856,     5525,      121
   29180,    34256,    22868,     9872,     4508,      125
   29074,    35114,    21979,     9280,     5514,      151
   28891,    35669,    20492,     9543,     5605,      105
   27850,    35472,    19478,     9794,     4649,      107
   27175,    35892,    18265,     9203,     5481,      139
   26766,    35728,    17949,     9522,     5580,      114
   26149,    34879,    17511,     9615,     4725,      131
   25578,    33570,    17347,     8973,     5675,      105
   25248,    31959,    17812,     9346,     5659,       95
   24872,    30578,    18270,     9667,     4992,       90
   24963,    28066,    17993,     8760,     5783,      102
   24589,    25485,    18602,     9204,     5716,       87
   24574,    23283,    18264,     9524,     5063,       95
   24475,    20330,    17694,     8758,     5728,       93
   23533,    16202,    16990,     9053,     5707,       86
   23100,    12814,    15590,     9166,     5164,       77
   21907,     9010,    14048,     8613,     5783,       82
