   25835,    23829,    24238,    11683,     5466,      616
   27000,    24000,    24776,    12864,     4304,      891
   27685,    24464,    24786,    12056,     5543,      962
   27962,    24755,    25693,    11919,     5512,      428
   28383,    25037,    25933,    13130,     4198,      697
   27959,    25447,    26423,    12027,     5538,      795
   27596,    25894,    26821,    12247,     5489,      322
   27610,    26226,    27490,    13178,     4213,      524
   27252,    26508,    27703,    12051,     5447,      636
   27453,    26875,    28417,    12176,     5532,      274
   27850,    27768,    29027,    13177,     4376,      420
   28237,    28654,    29774,    12018,     5563,      450
   28743,    29722,    30722,    12224,     5612,      272
   29582,    29929,    32221,    13006,     4386,      338
   30359,    30349,    33106,    11878,     5582,      365
   31562,    30216,    33647,    12140,     5610,      227
   32638,    29712,    34440,    12494,     4345,      256
   33640,    29683,    35369,    11672,     5514,      265
   35010,    29908,    35527,    12051,     5626,      206
   35087,    30627,    35519,    12227,     4363,      197
   35839,    31210,    35597,    11381,     5562,      228
   35932,    32488,    35882,    12038,     5753,      164
   36301,    33216,    35066,    11898,     4499,      189
   36774,    34510,    34300,    11117,     5717,      175
   37370,    35827,    33381,    11531,     5754,      148
   38218,    37004,    32067,    11847,     4664,      149
   39299,    38334,    31446,    10882,     5817,      184
   40591,    40277,    30022,    11535,     5755,      123
   41250,    41123,    29334,    11462,     4742,      141
   41099,    41654,    28740,    10667,     5887,      182
   40564,    42264,    28120,    11107,     5860,      140
   39760,    42753,    27101,    11284,     4866,      115
   39508,    42199,    26475,    10528,     5971,      153
   39130,    42652,    25438,    11129,     5961,      121
   38601,    43099,    24794,    11222,     4825,      125
   38945,    44147,    23577,    10468,     5996,      151
   38758,    44304,    21834,    10727,     6031,      105
   37705,    44047,    20543,    10999,     5012,      107
   36521,    44307,    19353,    10436,     5966,      139
   35964,    43665,    18817,    10715,     6052,      114
   35402,    42471,    18417,    10875,     5067,      131
   34507,    40434,    18216,    10120,     6179,      105
   33933,    38070,    18750,    10455,     6107,       95
   32883,    35990,    19225,    10855,     5365,       90
   32841,    32444,    18968,     9880,     6311,      102
   31902,    29265,    19589,    10353,     6136,       87
   31579,    26359,    19233,    10692,     5418,       95
   31112,    22606,    18655,     9858,     6236,       93
   29354,    17654,    17755,    10192,     6171,       86
   28314,    13833,    16402,    10285,     5562,       77
   26431,     9546,    14763,     9715,     6353,       82
   24404,     6505,    12875,    10098,     6361,       72
   21555,     4327,     9985,    10139,     5629,       78
   18792,     3202,     6875,     9455,     6498,       91
   15842,     2248,     3987,     9871,     6572,       76
   12908,     1831,     2196,    10031,     5621,       84
   10167,     1397,     1125,     9580,     6562,       80
    7600,     1088,      647,     9753,     6621,       78
    5777,      923,      397,     9911,     5703,      104
    4224,      706,      315,     9356,     6631,       95
    2988,      623,      282,     9492,     6715,       73
    2193,      534,      259,     9816,     5839,      106
    1555,      468,      228,     9471,     6686,      106
    1217,      409,      212,     9205,     6931,       78
     927,      409,      180,     9496,     5953,      126
     771,      374,      165,     9151,     6976,      112
     662,      371,      176,     9066,     6940,       89
     597,      329,      164,     9541,     6045,      110
     542,      293,      184,     9014,     6991,      105
     496,      297,      132,     8838,     6905,       70
     453,      264,      194,     9191,     6094,      104
     393,      268,      186,     8574,     7113,       60
     332,      260,      113,     8600,     6895,       91
     313,      305,      187,     8841,     6316,       29
     346,      346,      110,     8334,     7048,        0
     827,      762,      479,     8665,     7089,        0
